"","Original","ES","TH","RRH","Prev","Outcome"
"1126","ES",0.528026209311272,0.632849736589239,0.431734284404229,0.349148716017066,0
"1127","Prev",0.365470324308897,0.560345147993898,0.361450009380001,0.339487199127409,1
"1128","Prev",0.292644582236142,0.330550225612158,0.269422778734639,0.251466522824774,0
"1129","TH",0.498559545567326,0.208773867903529,0.429464906032997,0.34015940892271,1
"1130","ES",0.446972291798886,0.467441454697294,0.412541477419495,0.346101493580234,1
"1131","Prev",0.210191556459122,0.752000569142293,0.198967919903366,0.126558265961366,0
"1132","Prev",0.164786404487772,0.5788374363488,0.133586933970406,0.106937224646295,0
"1133","ES",0.699978952278153,0.276117491070007,0.621271963810873,0.56042290962314,0
"1134","Prev",0.138984572126311,0.234755340840168,0.146595094907057,0.125459909648198,0
"1135","ES",0.379441325706754,0.524281888208784,0.329047606390203,0.255685163148704,1
"1136","Prev",0.3324093807621,0.727910710226974,0.309848157351045,0.230287398763961,0
"1137","TH",0.506947634024951,0.677729838516875,0.450581144703017,0.37411626043093,0
"1138","ES",0.432744839175901,0.22527155821604,0.40593241615836,0.323728312671799,1
"1139","ES",0.621927685002131,0.289522549735848,0.56706087458202,0.47420165566175,0
"1140","Prev",0.300059112063502,0.217338251586436,0.279936680826886,0.212942625653761,0
"1141","Prev",0.182964004859114,0.619734771979279,0.162705295488445,0.0863277451900851,0
"1142","ES",0.597318624462139,0.411331957023351,0.538287260084315,0.467940667722062,1
"1143","ES",0.265488511944705,0.197873548573972,0.245460655512971,0.17539109223839,1
"1144","Prev",0.166190177446582,0.725160055736839,0.161932924977137,0.109139517352124,0
"1145","ES",0.321136900166355,0.1244033832713,0.264465827369757,0.199620977280718,1
"1146","ES",0.58595419774966,0.384968320134284,0.570088384002109,0.431087659342375,0
"1147","ES",0.740628355314815,0.22041145305476,0.625527120506982,0.593081201248276,1
"1148","ES",0.377684232444421,0.226119094722855,0.338524338494339,0.242946921296497,1
"1149","Prev",0.308646674991806,0.319560370426739,0.261707236620444,0.19246670974174,0
"1150","Prev",0.313720609946759,0.776156477856729,0.290037105733956,0.203886513030324,0
"1151","Prev",0.434848164697618,0.142991599317404,0.449842532769124,0.348806730792667,0
"1152","Prev",0.249785272080185,0.675329275772169,0.224788437611142,0.142979998593079,0
"1153","Prev",0.169258367725726,0.484905865760161,0.151195235679055,0.105158460377912,0
"1154","ES",0.685357742592561,0.716203910689277,0.671093727743317,0.620699934740135,0
"1155","TH",0.75810867401663,0.661283282328089,0.764083795383293,0.678548730149556,1
"1156","ES",0.434966376996317,0.656588400499773,0.315312429864046,0.284202371732925,0
"1157","ES",0.739338364036728,0.426177963659524,0.685708951354791,0.708700244394154,0
"1158","Prev",0.377533780029405,0.26278150554357,0.381756605347842,0.311073975976712,0
"1159","Prev",0.239934423585057,0.234398573662252,0.204391404131837,0.133068112697227,0
"1160","Prev",0.220324004600945,0.72190853042563,0.186209661364207,0.128939257001359,0
"1161","Prev",0.236811272214862,0.502067046021549,0.188325936181571,0.132401469647217,0
"1162","Prev",0.210281962730867,0.191084081874341,0.237848762548575,0.144354985427378,0
"1163","ES",0.491392030250131,0.480852171964968,0.44487866403395,0.357222731584947,0
"1164","ES",0.693234413229139,0.115362769746772,0.63867964067171,0.599775508220096,1
"1165","Prev",0.23005063540252,0.254446541972727,0.22274863096605,0.137229406557012,0
"1166","TH",0.516992660293143,0.419883681261377,0.465390440698024,0.376436170923037,1
"1167","TH",0.583987264813257,0.284279707916039,0.542868592242948,0.436871486357162,1
"1168","TH",0.678416354630143,0.233991080353333,0.717979518199229,0.589850469540123,0
"1169","Prev",0.25787663235273,0.318957575289988,0.246784998238673,0.180415237896967,0
"1170","ES",0.432543876643293,0.155586587629595,0.314419249280704,0.323274375213245,1
"1171","Prev",0.171587707196692,0.146147185363833,0.137994216134543,0.0935984084190353,0
"1172","Prev",0.205115937481595,0.472959995694221,0.187745317543009,0.130920606460202,0
"1173","Prev",0.195607036758157,0.122587981992685,0.16101382836826,0.104936087058484,0
"1174","Prev",0.356661562435747,0.620405134446777,0.318642301866852,0.22482586472308,1
"1175","ES",0.663187723555939,0.185228491995381,0.591022635838395,0.532807012484875,0
"1176","Prev",0.254960261542346,0.186415796425615,0.229132658086629,0.168781998920721,0
"1177","ES",0.435867741964189,0.20532428641292,0.442096960924258,0.336577873400475,0
"1178","ES",0.691325776729084,0.340133277838551,0.613773570859254,0.570920920869169,0
"1179","Prev",0.528873345777483,0.150629224795892,0.519078044345387,0.501725377972659,1
"1180","ES",0.507966962907647,0.674049781758281,0.433638379869153,0.357562431672311,0
"1181","Prev",0.397974656483338,0.176749522248718,0.319038765453559,0.319460662237566,1
"1182","Prev",0.149245127055297,0.14058780776482,0.136482025278116,0.0986546614937453,0
"1183","Prev",0.183985783269279,0.116325996799156,0.172167194531267,0.18400963782088,0
"1184","ES",0.753490085853058,0.637494572739247,0.716395250260834,0.707083654042407,1
"1185","Prev",0.278429603945224,0.303764457397692,0.26827442674448,0.173461202982718,1
"1186","Prev",0.103604106509007,0.191592722842166,0.110314072507547,0.0692391850120358,0
"1187","Prev",0.468713426663425,0.350217590966993,0.442502246032167,0.430662549731004,0
"1188","ES",0.332776237213457,0.29029431510839,0.241474403185685,0.187779964458365,0
"1189","ES",0.338947523189367,0.149733990689122,0.312153648885583,0.266441069676521,0
"1190","RRH",0.576917966390672,0.462231970791011,0.57994349875069,0.418482119996451,1
"1191","ES",0.679387811994453,0.251133423533545,0.672959361859299,0.544913384023968,1
"1192","Prev",0.21322630180417,0.147909254676,0.254239439158233,0.179066707533178,0
"1193","Prev",0.173295988721885,0.638446780783223,0.150147092555717,0.101784970797989,0
"1194","TH",0.843351952668505,0.301652214120352,0.853640007047073,0.802343700836641,1
"1195","ES",0.480172530962377,0.447809213697289,0.424935952992439,0.340009482217841,0
"1196","ES",0.412488183956414,0.315640572349304,0.377080355893378,0.236468840220432,0
"1197","Prev",0.265794355157239,0.110671626953064,0.207174071789898,0.1448939617668,0
"1198","Prev",0.207674500339097,0.121984667894414,0.156244086289612,0.114515627680585,0
"1199","TH",0.755260278348226,0.25496789562215,0.765196693580134,0.654022982396937,1
"1200","ES",0.841856511337544,0.328660617720207,0.831391343842641,0.699698642762818,1
"1201","Prev",0.545147901379162,0.365035349040283,0.443496555094557,0.3948932374899,1
"1202","ES",0.166284654068073,0.417937797539687,0.126732435201927,0.10572144495576,0
"1203","RRH",0.344193643578837,0.151224778192023,0.317722866337947,0.213372225502686,1
"1204","ES",0.718384104116215,0.245566604566598,0.804311676674811,0.62012785291392,1
"1205","ES",0.628012511759877,0.377080413593483,0.569428160115529,0.503272865518173,1
"1206","ES",0.266879536686534,0.30859869687419,0.196827600026445,0.184482380060276,0
"1207","ES",0.421243575089994,0.15869631821899,0.448739524958796,0.303145869940872,0
"1208","RRH",0.725950787174347,0.148837373919499,0.745040126109115,0.653936211326998,1
"1209","ES",0.507474414687518,0.312022788899334,0.462933370443125,0.37966218141293,0
"1210","Prev",0.097695813024681,0.146765931551508,0.106418233241504,0.0555865533156252,0
"1211","ES",0.639079880462572,0.245717329211865,0.576302954079076,0.507746593262312,1
"1212","TH",0.678247101304371,0.249360875524806,0.655089820170776,0.53721065443936,1
"1213","ES",0.697821965198187,0.456991475575142,0.7112229892122,0.560905105054283,1
"1214","Prev",0.16550122716534,0.169722190991537,0.162005297847945,0.105968067417724,0
"1215","Prev",0.254051807990172,0.195184635988687,0.232449519060484,0.170172138426421,0
"1216","TH",0.391573294285834,0.157569967181292,0.311304347042008,0.245744192855881,0
"1217","ES",0.791463192614395,0.259625756030099,0.785824182553486,0.790305850724358,1
"1218","Prev",0.133935147749321,0.428873796144871,0.121498594862663,0.0806919591143096,0
"1219","Prev",0.368487039930861,0.198495740972184,0.326877813431107,0.234387434261045,1
"1220","Prev",0.390770294378077,0.133097273084296,0.329208783685878,0.261360832539259,0
"1221","RRH",0.57538900364716,0.484405655992413,0.544641039785226,0.380674553073074,0
"1222","ES",0.711992956179098,0.494253056831162,0.669998784166108,0.667898917848377,1
"1223","ES",0.235574661761074,0.212281780059317,0.221347346968736,0.179646801564713,0
"1224","ES",0.347538003049569,0.621721643948533,0.32091160471448,0.24920105613733,1
"1225","ES",0.390627026866719,0.199668644982265,0.352672036078604,0.280292579063169,1
"1226","Prev",0.14088606966122,0.473828184737464,0.128181878490728,0.0835048258795621,0
"1227","Prev",0.22172287422604,0.246988181240901,0.220332249463593,0.13117226464225,0
"1228","ES",0.279470945553355,0.546738904969822,0.270486414000125,0.2114164909884,0
"1229","Prev",0.204902438692486,0.247457457977518,0.180691794848464,0.108430648860572,0
"1230","Prev",0.535219972285219,0.603182522624882,0.466045573709839,0.437088902559307,1
"1231","ES",0.619405141130984,0.608461328433892,0.513828141307321,0.458602890401748,0
"1232","Prev",0.562958107969991,0.195720768522936,0.582918513166594,0.441582326330097,0
"1233","ES",0.188278600305612,0.128688332100397,0.194140767757697,0.109802518972853,0
"1234","Prev",0.180897988335701,0.19584498956258,0.185696604690278,0.122080110510976,0
"1235","RRH",0.432714372663592,0.22494231371645,0.391990410775946,0.302643689067196,0
"1236","Prev",0.168034649403809,0.374843996727527,0.168278661521297,0.102990938780146,0
"1237","ES",0.39995591243127,0.356323343311727,0.326760132830951,0.268753149134892,0
"1238","Prev",0.479248236237398,0.287920298694979,0.407481546585202,0.303099725548382,0
"1239","ES",0.717122632090223,0.426448470710745,0.64355709776726,0.599343043674474,0
"1240","Prev",0.114725966088696,0.112466947079269,0.119801796667378,0.0834712643690424,0
"1241","Prev",0.208235750498485,0.321136857338424,0.224728569726486,0.12126795703976,0
"1242","ES",0.70969783626854,0.202166604075157,0.663390204930917,0.554238660217593,1
"1243","Prev",0.255961567215824,0.291405137446185,0.24446797988468,0.160125615495275,1
"1244","ES",0.505940135042636,0.533660406603466,0.516604202820921,0.392066697241125,0
"1245","ES",0.791362591533977,0.283095021208342,0.798160162435934,0.726266826647809,0
"1246","RRH",0.342970828767478,0.24715711916862,0.293403369541904,0.263660088091332,1
"1247","ES",0.452330594240809,0.233789957772754,0.381177783522171,0.320629944315334,1
"1248","Prev",0.156714262569341,0.194988928430801,0.158053724041198,0.0982830229876835,1
"1249","ES",0.808949301986629,0.317433195028356,0.737200130643009,0.756466097286502,1
"1250","Prev",0.215073346559992,0.342975846376099,0.217555541783236,0.159989536982207,0
"1251","Prev",0.137722570949913,0.357622208424181,0.114862657161095,0.0744938848156272,0
"1252","Prev",0.325096406903696,0.492542051926499,0.288304744256869,0.241977699533369,0
"1253","Prev",0.755475104316709,0.254401801408342,0.72866501594835,0.658726826267046,1
"1254","TH",0.496341853083024,0.623354364095947,0.559750554187203,0.397219333665199,1
"1255","ES",0.318782961144554,0.519772073908961,0.296496243231737,0.265208544903211,0
"1256","ES",0.506359378860617,0.333022428342499,0.496979005090078,0.475086306006458,1
"1257","Prev",0.180169757964487,0.388617468303448,0.177383630090056,0.0990432880541191,0
"1258","Prev",0.18000691354525,0.16000827228251,0.165288932290631,0.106659337399795,0
"1259","ES",0.833724541735445,0.124276094610853,0.827791019196044,0.768428552188289,0
"1260","Prev",0.180521228266137,0.640772607210516,0.144479335579759,0.0964192904677509,0
"1261","ES",0.733846903013691,0.210151718086975,0.645025601073773,0.589246482612991,1
"1262","Prev",0.222163100529794,0.539681495446284,0.208492154416613,0.137934603781066,1
"1263","RRH",0.788418479339716,0.160068429625663,0.785586746403692,0.688475311501955,0
"1264","ES",0.60790621959924,0.362317035083388,0.500768180720319,0.463780409518169,1
"1265","Prev",0.494072216174264,0.445349062229868,0.428894723836199,0.355073846998622,1
"1266","ES",0.312209538312956,0.166767573264097,0.281465239411533,0.219299895512209,0
"1267","ES",0.828533918439989,0.433664434472037,0.818678498565986,0.824492978848433,1
"1268","Prev",0.149975300000054,0.469152482854422,0.163892782732964,0.0878701051051342,0
"1269","Prev",0.351754719120854,0.50797469027786,0.278494443704991,0.199763749039595,0
"1270","Prev",0.227524082535222,0.559370169354104,0.166641107757474,0.113540427617911,0
"1271","TH",0.598749736537801,0.315799633887872,0.555612193215693,0.464729846539997,1
"1272","ES",0.266820515555008,0.268028508800715,0.21316363537881,0.150096870789393,0
"1273","ES",0.184215640553304,0.200136348116765,0.177211911113043,0.12904525965344,0
"1274","TH",0.546978036263764,0.30348965020438,0.59271279985637,0.440380184981799,0
"1275","Prev",0.187361588128612,0.112201763128496,0.162583043366837,0.108729575105059,1
"1276","ES",0.558573094408932,0.517776907787709,0.516941754613078,0.480017274184402,1
"1277","Prev",0.509148318507478,0.637706443161326,0.454792039001838,0.379702061079497,0
"1278","Prev",0.19407951361175,0.325295603118248,0.161335746039122,0.1068058329549,0
"1279","ES",0.387737694907746,0.134861705900812,0.302632902999983,0.255535003557898,1
"1280","ES",0.506732396676542,0.471899089546765,0.45045203045222,0.368278678191188,1
"1281","ES",0.598264844687626,0.439075563676722,0.508648337120595,0.445110426370643,1
"1282","Prev",0.415303501447033,0.0984404425612325,0.366569443158976,0.360281678427805,1
"1283","ES",0.191062105712831,0.418839353458943,0.169566857474374,0.1123318134609,0
"1284","ES",0.678183199897798,0.505071519639262,0.629749384056654,0.579668877036223,1
"1285","Prev",0.431717751605527,0.696798987568901,0.386272789134988,0.295068217221184,1
"1286","Prev",0.135228128749742,0.152267940787502,0.123790426527196,0.0756972554744963,0
"1287","Prev",0.134399530284437,0.540602819270106,0.118675178406158,0.0823544196995492,0
"1288","Prev",0.12059389893757,0.161050702980209,0.104665290563136,0.0724380980393504,0
"1289","ES",0.265732182999026,0.387145844547465,0.262058068847846,0.169719049430577,0
"1290","RRH",0.271473170071362,0.235539833091895,0.239925205056891,0.175991108225494,1
"1291","RRH",0.6147849299933,0.144394177905043,0.669771825522177,0.484046318654134,1
"1292","RRH",0.70897249202206,0.317444395873754,0.692471086219859,0.603385719044022,0
"1293","Prev",0.137117209060319,0.410740790236367,0.145406939056162,0.0759955188441501,1
"1294","ES",0.521656068253076,0.282577963142316,0.525586228173408,0.488675607859677,0
"1295","Prev",0.381662367771378,0.544512009057311,0.365939107038631,0.258655045653389,1
"1296","TH",0.507144505104451,0.216340142609037,0.518677207507245,0.348848454484669,1
"1297","Prev",0.140087309531539,0.61881538718255,0.12622976437966,0.102282698609489,0
"1298","Prev",0.136298643833747,0.135892883159414,0.120026357109667,0.0810828245405085,0
"1299","ES",0.758914130134,0.126699930489401,0.767558718209328,0.656480594751225,1
"1300","Prev",0.314853421150492,0.185922118460495,0.315115801394552,0.250727373031907,1
"1301","ES",0.699245012814007,0.371396904295681,0.645742049449957,0.565477661530831,1
"1302","Prev",0.18084810327694,0.114853159083261,0.153999237780984,0.100671406458809,0
"1303","Prev",0.283127104460287,0.215165807476608,0.246188655587786,0.163767561352976,0
"1304","ES",0.643501988036001,0.444036384610616,0.618338006495934,0.515058781246966,1
"1305","TH",0.400184363754891,0.497013155351421,0.402477618028235,0.337030463610497,1
"1306","TH",0.642808954176137,0.595316360959195,0.595316360959195,0.60198603982535,0
"1307","ES",0.322004645611085,0.186745529800765,0.337706136507944,0.246693046209527,1
"1308","ES",0.551771043154215,0.1661416760795,0.43265217744609,0.422945850437191,0
"1309","TH",0.436607925428823,0.78746993990911,0.431366391054511,0.283415727642219,0
"1310","TH",0.317410113470054,0.226979071714697,0.315292836323408,0.187587136345678,0
"1311","ES",0.496801916334866,0.52286745900632,0.449007526697387,0.347557390094779,0
"1312","Prev",0.221702660237691,0.251190000798785,0.179609811666765,0.123089344545537,0
"1313","Prev",0.238543508081466,0.289764248409775,0.248113577102541,0.1717032520389,0
"1314","ES",0.713376170725642,0.630028984349361,0.68184243150958,0.602074622608756,1
"1315","Prev",0.311886714154997,0.509715740847392,0.249342683474401,0.187167885692516,0
"1316","ES",0.444568086282992,0.297389212333614,0.385771492340417,0.316073986874068,1
"1317","Prev",0.200097688167547,0.0785991987113078,0.172933457740799,0.119642571703567,0
"1318","ES",0.443891618597387,0.247879112926024,0.440080369751774,0.380669952717216,1
"1319","Prev",0.197785170430645,0.177370721020061,0.211000094100601,0.128621484690574,0
"1320","TH",0.576705061264533,0.329715778330017,0.561622955380902,0.43023655333126,0
"1321","Prev",0.18134083834793,0.441340350704126,0.177775645926468,0.106540955779226,0
"1322","Prev",0.458742412167391,0.186150085913832,0.465445962152329,0.378733250123829,1
"1323","ES",0.363562182902204,0.414191135601862,0.308341134262764,0.25035205754351,0
"1324","Prev",0.208100036849454,0.615839453180453,0.17552646685507,0.130402985154143,0
"1325","Prev",0.584766464019903,0.601469291813019,0.525881458741725,0.439388445126558,1
"1326","Prev",0.185457335173978,0.459383537257022,0.158738985516892,0.113576934701227,0
"1327","Prev",0.109284258831711,0.136399430042003,0.110087686478968,0.0597489749630499,0
"1328","Prev",0.258954133215379,0.642111179504255,0.251189849783538,0.177650204134044,0
"1329","ES",0.520666433504592,0.579183897637512,0.469956565792792,0.385360671719268,1
"1330","Prev",0.409142751959964,0.361384350686764,0.346919122571297,0.25256703532699,1
"1331","Prev",0.337272093438483,0.214860857529818,0.299709888344069,0.295723731990962,0
"1332","RRH",0.489387593469316,0.216035194555185,0.460952274180337,0.376556694130996,0
"1333","Prev",0.193671890837258,0.345819404332561,0.193551556777242,0.111924955524895,0
"1334","TH",0.449540658350088,0.264125733114394,0.438335907921345,0.270823789631569,0
"1335","Prev",0.199604104524449,0.562531281226503,0.163054001551385,0.117801411549581,1
"1336","TH",0.274170851050189,0.337845419163946,0.219190246725197,0.15505069434321,1
"1337","Prev",0.362458403384211,0.296517658640624,0.305958399742228,0.245845009054323,0
"1338","Prev",0.111476454430807,0.143682581738765,0.118152748479724,0.0725918475753251,0
"1339","Prev",0.178145992861875,0.196198542791765,0.186305992211398,0.102921758192427,0
"1340","Prev",0.159423805386127,0.161722941279852,0.133689540694213,0.114238540565312,0
"1341","Prev",0.194054746352435,0.684124957804041,0.192753223884197,0.132111119066346,0
"1342","Prev",0.215895300828054,0.715739026298855,0.17839718885263,0.120118473059401,0
"1343","Prev",0.181849249731086,0.559865630611709,0.198697138679821,0.109727993191213,0
"1344","Prev",0.169366485722541,0.504668768838957,0.152053051703658,0.105445804541392,0
"1345","Prev",0.181040213226746,0.321313163045173,0.17274440634567,0.0974867839238516,0
"1346","ES",0.204567965247398,0.535114258781112,0.201378385898785,0.118227960307521,0
"1347","Prev",0.39610384528547,0.239284533408075,0.356738474298828,0.292325807825878,0
"1348","TH",0.430087901564741,0.257754836388524,0.371785923758763,0.260254290122069,0
"1349","ES",0.645215505471688,0.378095277368745,0.660704632784412,0.552786556540158,0
"1350","Prev",0.140936885405847,0.212953688132072,0.177425410378613,0.0924395460062713,0
"1351","Prev",0.281130376903638,0.243681327873459,0.272563346447676,0.18234265015437,0
"1352","ES",0.683766670909646,0.202391491790828,0.679529311645326,0.565567352388435,1
"1353","ES",0.509443167744308,0.443683527082075,0.432595067940167,0.381564101845523,1
"1354","Prev",0.189024711342543,0.34005614881719,0.173072371280474,0.10432640028329,1
"1355","Prev",0.222121198103928,0.181959524128232,0.201992640910587,0.154574577472198,1
"1356","ES",0.538946438932357,0.522508611159377,0.491961909553501,0.368194567381341,1
"1357","TH",0.292265055947975,0.225300024134673,0.278865876316526,0.190570892905864,0
"1358","ES",0.589713729954611,0.46618593932722,0.539977289847809,0.468701155133241,1
"1359","Prev",0.301786673079574,0.483817865695985,0.280049292504909,0.258881967104768,0
"1360","RRH",0.167871767060741,0.190060297841842,0.163786383749613,0.122486387397044,0
"1361","Prev",0.19908468578664,0.13661802007224,0.186335533766191,0.133083538817856,0
"1362","Prev",0.131216783675251,0.194145984741866,0.10909278540046,0.0745832509167177,0
"1363","Prev",0.247571185941327,0.479654625958712,0.185019808563614,0.128185109899385,1
"1364","ES",0.784600623382231,0.351766938166986,0.733416140300764,0.736191074892875,0
"1365","ES",0.301970684533881,0.411516173459137,0.248620771764222,0.165838074363396,0
"1366","Prev",0.0996446266359744,0.514093862625013,0.0944532279642752,0.0520596623958059,0
"1367","ES",0.603530414402932,0.136639538566056,0.513491287425197,0.428076901882246,1
"1368","ES",0.342249652401268,0.221811934278327,0.307220642566209,0.24723885761215,0
"1369","TH",0.478032581478805,0.346923375362899,0.434729689547408,0.360526829391373,0
"1370","ES",0.265671714494566,0.377010413419627,0.243401098180897,0.172821894129966,1
"1371","Prev",0.194289322847079,0.15826518579959,0.190200337137601,0.1181318927984,0
"1372","TH",0.527119175930412,0.412948560197523,0.44236487389219,0.38365381610509,1
"1373","ES",0.339735523859216,0.132290186331742,0.303602182674978,0.231421254163093,0
"1374","TH",0.513592815965022,0.237759782950048,0.443638081254743,0.391303661111084,1
"1375","ES",0.587174002024186,0.770983108352614,0.562793672039047,0.456546579423469,0
"1376","ES",0.433724277920558,0.17522279028546,0.366037883574659,0.326590642708716,0
"1377","Prev",0.540919475388752,0.148273236286224,0.504940916734195,0.450471874575985,1
"1378","Prev",0.226020080466221,0.325081635823019,0.211043290740224,0.15783030114859,0
"1379","TH",0.69461839904272,0.623186483965494,0.641303379677592,0.552500996909503,1
"1380","Prev",0.396452904648314,0.38286036470519,0.351793924380149,0.266756730057041,0
"1381","Prev",0.206888322975012,0.444514018469744,0.208537434667255,0.105113567103612,0
"1382","ES",0.390044965684954,0.356418450849084,0.295661150099306,0.242876377793107,1
"1383","RRH",0.741058910287854,0.562147443053145,0.762840128696549,0.630565487400022,1
"1384","ES",0.475129092481614,0.193922576905689,0.453857688716757,0.354789721701944,0
"1385","Prev",0.307017005410911,0.409271116793195,0.276150900116744,0.195785154200394,1
"1386","Prev",0.486388244144305,0.193630570896085,0.457488147355271,0.376541831355672,1
"1387","Prev",0.142380909974655,0.181528422572984,0.150684895869665,0.088605119183691,0
"1388","Prev",0.276772336524672,0.303723120051483,0.226311171617912,0.161265526999998,0
"1389","Prev",0.133053053542381,0.207386077447977,0.124736194404688,0.0892680285739178,0
"1390","RRH",0.550086555344156,0.141676522546773,0.507032292546474,0.370057834503085,0
"1391","ES",0.404618862044263,0.378927556536441,0.403884797376389,0.32448474531983,0
"1392","Prev",0.315708391236178,0.154717299458373,0.290027245216212,0.174200742628334,0
"1393","TH",0.763663464027846,0.159054151745042,0.753583458525375,0.618772441505443,1
"1394","TH",0.658246636501684,0.272599523001024,0.59165507589212,0.485880328439235,0
"1395","RRH",0.77391313891454,0.423053055868708,0.839766448384183,0.734345889341694,1
"1396","ES",0.75257423500721,0.540048425408357,0.749336199212403,0.734337573501881,1
"1397","ES",0.274298796142718,0.776490772753642,0.27731878732429,0.185247318726923,1
"1398","RRH",0.570036151995188,0.11053599699178,0.513438703894841,0.412250350417902,1
"1399","ES",0.296366828249355,0.288495895970341,0.269603744283904,0.228710209378781,0
"1400","ES",0.763821500280674,0.143621137039981,0.658645152989694,0.631048922772401,1
"1401","Prev",0.306895635755912,0.667848213822779,0.313613516140652,0.220706509734649,0
"1402","Prev",0.360783527087811,0.697365871738593,0.329345930967977,0.23813218488445,1
"1403","ES",0.444282297381473,0.137955147729563,0.419759736964996,0.312720107943564,1
"1404","ES",0.664102752653169,0.634256277781553,0.590091400592161,0.534200099285134,1
"1405","Prev",0.430780480240469,0.300880239787794,0.370754457495725,0.397259890815234,1
"1406","Prev",0.115349002558942,0.147188984127092,0.116918118422908,0.0700991955634754,0
"1407","TH",0.628461421110999,0.25592323253731,0.619276878320357,0.503373373644881,0
"1408","TH",0.251544875877328,0.286749100019646,0.233862545101369,0.194846652833258,0
"1409","Prev",0.242189574374911,0.504340986599153,0.196045554738495,0.136810482320045,0
"1410","ES",0.427837853190356,0.297918864910939,0.412006012262332,0.360346295851576,0
"1411","ES",0.451002754655969,0.196418953531276,0.421479521086355,0.336307931257747,0
"1412","TH",0.310390281959917,0.691130619538285,0.266381750245226,0.181273147810098,1
"1413","Prev",0.275709762390491,0.261689847244131,0.292431396890629,0.168298284884772,0
"1414","ES",0.498381356744072,0.123791346282067,0.473089838926398,0.368720496188938,0
"1415","ES",0.563501476376091,0.643767059076663,0.529478534792395,0.422853083419997,1
"1416","ES",0.528373377217489,0.656656917236496,0.448153394940255,0.398914367934914,0
"1417","TH",0.410826323201844,0.434688522623294,0.28997097716928,0.250154999224576,0
"1418","TH",0.735137084395761,0.178560884293158,0.686840550504224,0.671401452863029,1
"1419","Prev",0.303185766942185,0.46137055353458,0.305617916412018,0.209707746035335,0
"1420","Prev",0.223734235190818,0.227225492961696,0.205625719204886,0.142701706108178,0
"1421","ES",0.332210752914629,0.382583813562483,0.270428688492685,0.21760407977287,0
"1422","ES",0.467655263971465,0.358651032727173,0.374357781241375,0.346498346463331,1
"1423","ES",0.515157046082206,0.266521234851402,0.503899750971758,0.392064050165077,0
"1424","ES",0.748516093325261,0.43568383309516,0.775581601650407,0.638292962706778,1
"1425","Prev",0.228834884187778,0.49401535616641,0.220092417645717,0.158182257099474,0
"1426","RRH",0.741218775892324,0.171602127261809,0.809224270130151,0.654660954450714,1
"1427","ES",0.438811430185771,0.526703545988444,0.463601305483386,0.298921657150233,1
"1428","Prev",0.136310003807198,0.196360731546386,0.139617980663492,0.0883508447988937,0
"1429","Prev",0.221991292867782,0.333491079792562,0.223646151351294,0.129585489515903,0
"1430","Prev",0.461003562058176,0.200986682511924,0.464834502657869,0.444955833850052,0
"1431","TH",0.412050929810582,0.194141048152939,0.359512584076059,0.285293741031326,0
"1432","Prev",0.121956424535878,0.581540672108878,0.119462168033754,0.0723459754045511,1
"1433","ES",0.782957302882575,0.289659423663478,0.728870339117174,0.6947144162339,1
"1434","Prev",0.400611241395438,0.639286261093224,0.366579331205089,0.252827600502618,1
"1435","ES",0.494747347171411,0.248960364180134,0.480106498063892,0.368347794601816,1
"1436","ES",0.51883398033715,0.174545006699915,0.530672188987112,0.467876919395354,1
"1437","Prev",0.180039170358355,0.166040787045369,0.152603628636474,0.0760096096287758,1
"1438","Prev",0.343192583473248,0.645869694599696,0.309522928931816,0.25043515734634,1
"1439","TH",0.29625909956548,0.248622519706672,0.3166242017403,0.183109071772782,1
"1440","Prev",0.529918960366283,0.56852389804093,0.459526315446147,0.388706260214315,1
"1441","Prev",0.516141579964253,0.148281049146909,0.48687325904328,0.503713033150906,0
"1442","TH",0.547916582979821,0.126016276638991,0.528714088951895,0.412445932853505,1
"1443","Prev",0.178753339043501,0.388953935013606,0.163484431466399,0.109599386270513,1
"1444","TH",0.353812414984167,0.409176169025572,0.337789513240763,0.207781755816553,0
"1445","RRH",0.248175974088045,0.269605949385802,0.257900392994658,0.211446122170569,1
"1446","ES",0.243324110974906,0.338764213166335,0.295795427135213,0.175924036721488,0
"1447","ES",0.570515883151772,0.745709405097736,0.508948522680789,0.414096740220514,0
"1448","Prev",0.215741220887485,0.207163240742552,0.201029284926475,0.156077656593307,0
"1449","Prev",0.274207425973202,0.423768005416595,0.250545692541031,0.162188963998644,1
"1450","ES",0.420478658163653,0.100613865294009,0.376581750631046,0.262850400978517,1
"1451","TH",0.290084874601588,0.818913387105925,0.265162255625657,0.174193626382902,0
"1452","TH",0.623087300363053,0.410493188021334,0.595314965827364,0.462730720933364,1
"1453","Prev",0.303320289353156,0.443483580234929,0.272818432067628,0.205189518785578,0
"1454","Prev",0.11177219093688,0.593048567432873,0.118304459699737,0.0658537682657566,0
"1455","Prev",0.192048438115624,0.216175407238534,0.194337244087903,0.102716405005596,0
"1456","Prev",0.416562304685096,0.181878337874994,0.393663696324461,0.251100660415952,1
"1457","Prev",0.183431669398433,0.338608397801019,0.178456987669902,0.172973312836243,0
"1458","Prev",0.211548492385673,0.172645201547031,0.220910884514821,0.165055431367842,1
"1459","ES",0.44341078496493,0.189404280472293,0.452136347544362,0.319716631135363,1
"1460","TH",0.537888023185383,0.530669281332455,0.426305197636513,0.378344477873369,0
