"","Original","ES","TH","RRH","Prev","Outcome"
"99","ES",0.297623718490341,0.293331098664435,0.231939659498606,0.170067889256789,0
"100","Prev",0.267501429529047,0.647302627498872,0.232166556314907,0.159363736022734,1
"101","ES",0.433483239000649,0.407433348882677,0.402488128904834,0.288615213569908,1
"102","RRH",0.483692980083804,0.614413505199984,0.597128679766128,0.411375947836205,0
"103","ES",0.595096978823925,0.528681243409447,0.556887208585593,0.431918425726915,1
"104","Prev",0.192315877441063,0.339324318027068,0.150122552737922,0.10935981693998,0
"105","Prev",0.22899089925842,0.423844868927131,0.243218945223025,0.160032026151392,0
"106","TH",0.685446421690164,0.433733904275123,0.605040752119274,0.646163727851761,1
"107","Prev",0.1349366459067,0.184762417302958,0.136455138356997,0.0794404912340262,0
"108","Prev",0.282851008687584,0.241830527581317,0.277386768950783,0.170863447858161,1
"109","Prev",0.497846361034422,0.340519264892514,0.431842164842309,0.329931380313259,1
"110","Prev",0.24353656085311,0.460434131704942,0.219814697344592,0.148361955986469,0
"111","TH",0.626108894020005,0.208153338341227,0.553014619251351,0.465660562805109,1
"112","ES",0.672626251104553,0.356840916839571,0.624442713307334,0.549861785415981,0
"113","ES",0.33038451976396,0.214951092541208,0.284326834968386,0.220001616559439,1
"114","ES",0.639665925486846,0.349755659653498,0.580869465699243,0.460174400693962,0
"115","ES",0.379676385897822,0.401558404405697,0.286589629707611,0.282043844602358,1
"116","Prev",0.415245350472425,0.666268261753328,0.409795590030646,0.305675517826683,0
"117","Prev",0.149084553869057,0.224731236435176,0.117815277872542,0.0958489806469474,0
"118","Prev",0.222453430899773,0.538008677465771,0.188450968118269,0.123966656633134,0
"119","ES",0.611603132150756,0.290109370455711,0.504998961351589,0.467637567871941,1
"120","TH",0.272290592296633,0.566761130916173,0.270542820486414,0.18317924450088,1
"121","ES",0.487839045261354,0.128408157016793,0.448210986381759,0.349479167229646,0
"122","ES",0.251591146507581,0.480719945531531,0.222045860766284,0.153985800467325,0
"123","ES",0.555994331037538,0.186654884603769,0.467288941406965,0.422238040938605,1
"124","ES",0.510122373409105,0.37844263940505,0.455219809513106,0.367246726814707,1
"125","Prev",0.237373593065713,0.162955753116184,0.247508100413379,0.170065273855836,1
"126","Prev",0.642458727406309,0.151727238241832,0.548426676068636,0.540497404564123,0
"127","TH",0.194229040444624,0.210972026305838,0.208298324526494,0.137050980452672,0
"128","Prev",0.220597742433808,0.222636575988527,0.251485966764713,0.141886070810154,0
"129","TH",0.442443409031916,0.583047098126444,0.410316539365147,0.298743987651468,0
"130","Prev",0.383022526846558,0.551476806168907,0.325498676340063,0.265270711745131,0
"131","ES",0.568033357047923,0.222441628818709,0.480098953691884,0.405418952684064,0
"132","Prev",0.255893460102263,0.125809334519809,0.21387352001715,0.148832797228935,0
"133","Prev",0.267644404772422,0.15001209806159,0.248658862662632,0.172984132807227,0
"134","RRH",0.512084049327289,0.414290564605129,0.496804906330477,0.349495052532593,0
"135","ES",0.515198388586739,0.563921714626138,0.512760782791074,0.423344672651025,0
"136","ES",0.635387605018284,0.690668069652899,0.520987250163828,0.446143428952135,1
"137","ES",0.496193466727384,0.141990016262818,0.404540820498994,0.352094146995031,1
"138","ES",0.575277309582464,0.362575034279453,0.479881613654311,0.403792702695159,1
"139","Prev",0.378038941020676,0.350528113484356,0.301920016032514,0.250110300402012,0
"140","ES",0.380471466720348,0.488767087626974,0.343144741332403,0.308251806030301,0
"141","ES",0.448531521539489,0.541283719766774,0.384557032738487,0.310480800496379,1
"142","Prev",0.226766736710889,0.278150442236465,0.159220726042504,0.109138052705511,0
"143","Prev",0.162974777974199,0.588609969818084,0.138996638102246,0.09712633285222,0
"144","Prev",0.235936124039157,0.502534899601511,0.208844182254305,0.147426109949521,1
"145","Prev",0.293936846686337,0.418959168630929,0.311869837396124,0.211478172364161,0
"146","ES",0.535234957048052,0.849417570057413,0.482165019886164,0.4037663086888,1
"147","Prev",0.417915340089412,0.28465875655474,0.38511586010053,0.290331932469585,0
"148","ES",0.66723009107795,0.539169093494213,0.561471191835951,0.525968015274369,0
"149","RRH",0.551599994631529,0.272249689501789,0.56949692446719,0.387626618841209,1
"150","Prev",0.149515935219654,0.566709368381735,0.142314181624448,0.0749129284867267,0
"151","ES",0.58676414473737,0.725096169775637,0.487991919445177,0.429171150032094,1
"152","Prev",0.154214912848359,0.162797001808277,0.15086061493603,0.134725447727149,0
"153","ES",0.540099800181622,0.836807525916443,0.53580958771003,0.443000774293687,1
"154","Prev",0.174393277509416,0.640130111523039,0.193476664294385,0.108700648295375,0
"155","Prev",0.235700861798197,0.624940804442923,0.207195681823654,0.126269976808881,0
"156","Prev",0.56339286763801,0.163826893583588,0.534120070528108,0.495755333330877,0
"157","RRH",0.137838216637067,0.192093912899236,0.129520409615217,0.0924307670449328,0
"158","ES",0.462500673418452,0.587611183254169,0.392998328639171,0.35284459556428,0
"159","Prev",0.195885604874,0.682215759456795,0.194982785873369,0.113446051843746,0
"160","ES",0.704955152666947,0.341501987424028,0.645013358896924,0.566900725965237,0
"161","Prev",0.19138319717609,0.17931743103454,0.198252727977997,0.131876629942317,0
"162","Prev",0.219386188222684,0.171778706829454,0.199147582902014,0.116792321685556,0
"163","Prev",0.31253177976644,0.568876526168355,0.294636154782938,0.217771095006215,0
"164","RRH",0.160946187784084,0.758550105266817,0.24342977224207,0.119183440016294,0
"165","ES",0.573965666711059,0.186126619158332,0.535371048952672,0.420826844448977,0
"166","Prev",0.170705590500481,0.220145151375276,0.159986272116952,0.091561735203199,0
"167","Prev",0.241824722066013,0.296407720603228,0.19343295491293,0.142000727395866,0
"168","RRH",0.350628440160628,0.124375679525877,0.356022773195026,0.218467405073246,1
"169","Prev",0.224332167870902,0.401524789861045,0.188789148364968,0.150966872461021,0
"170","Prev",0.281490039318531,0.24679973424283,0.278372526863129,0.204286222079902,0
"171","Prev",0.32603157955707,0.425704011481067,0.260895161477844,0.193856168387239,0
"172","Prev",0.361340973086682,0.184319689050191,0.349440366063691,0.282368676157145,1
"173","Prev",0.356755448150066,0.183919190613398,0.296825311742393,0.22212544786769,0
"174","RRH",0.202022531016563,0.154926749771644,0.176858567277374,0.123874120832816,0
"175","ES",0.327577034733217,0.374484913637116,0.363468341507524,0.318992904502852,1
"176","Prev",0.231701544002682,0.518337672588194,0.192994503777104,0.144925919654594,0
"177","RRH",0.763773683811287,0.161065912776162,0.798607414640442,0.679084449412578,1
"178","Prev",0.143633117227536,0.151587579858217,0.113526296727134,0.0974697291036899,0
"179","Prev",0.244091379919068,0.511367359709705,0.242356496824816,0.141220534330102,0
"180","RRH",0.29007931663497,0.308834831729519,0.278550437474636,0.20383555556669,1
"181","ES",0.206021539260527,0.128462065020158,0.229470647815205,0.123812093786821,1
"182","Prev",0.135130958183791,0.222255584715593,0.143928212479109,0.0957766941195221,0
"183","ES",0.596390884273987,0.459908456692854,0.467647863727191,0.432449145930036,1
"184","Prev",0.200840169134532,0.169996491925225,0.166627976996497,0.107617117799256,0
"185","Prev",0.238497684165874,0.515589305083974,0.21433258903424,0.14189683285082,0
"186","ES",0.320207755667622,0.760143504664103,0.263248707528261,0.199331071994586,0
"187","Prev",0.390381491001678,0.363256227706788,0.357365579683283,0.261666381231178,0
"188","Prev",0.23619559338606,0.0894426609245268,0.222467142511653,0.161662560229689,0
"189","ES",0.536790982649462,0.177680302433163,0.495123401927573,0.4460153414554,0
"190","ES",0.581010610994777,0.317307666386074,0.53181697494668,0.485584624598245,0
"191","ES",0.474556752880926,0.3075680902753,0.41461099642847,0.354615186313995,0
"192","ES",0.438434371436593,0.181569380116999,0.372895380085995,0.358905873748895,0
"193","Prev",0.430819698042929,0.152999910615322,0.404506877515108,0.335308733909366,1
"194","TH",0.688664473795617,0.408880182186862,0.642232390489245,0.548259642305787,1
"195","ES",0.561167746138776,0.176418298743754,0.52262861222644,0.559864691660456,0
"196","TH",0.509983812394568,0.741587926005293,0.42652288511553,0.387153042239797,0
"197","ES",0.56422650677241,0.201755416914509,0.569353261300227,0.571131052858918,1
"198","ES",0.512671964069566,0.478351556103092,0.443192173117175,0.373845803568516,1
"199","ES",0.444308083651909,0.458815796492249,0.383520660319548,0.28835390187943,0
"200","ES",0.383235830674535,0.338449846147328,0.339133806570726,0.25697939800778,0
"201","ES",0.438760997266248,0.329506573824983,0.387273474901532,0.309797368004593,1
"202","Prev",0.363412480221216,0.277083207070862,0.33218690445477,0.236286240038178,0
"203","Prev",0.219233639704047,0.325063168776721,0.194804178187931,0.128174050524935,0
"204","Prev",0.200721793623904,0.558335291325219,0.175371885179476,0.0987578898177911,0
"205","Prev",0.222021011730423,0.59570894156607,0.191309939906492,0.128688043683898,1
"206","Prev",0.182608207747766,0.155845125457359,0.213445130831806,0.151439250715785,0
"207","Prev",0.170928491153463,0.341751228392499,0.18972463826853,0.110697671226505,0
"208","ES",0.450660511299837,0.321045562245747,0.457025419647481,0.407069270556001,1
"209","ES",0.810087430423284,0.82776214188221,0.763958201369925,0.712966016350079,1
"210","ES",0.524726759438809,0.357994383340201,0.443215417713302,0.376054977105933,0
"211","Prev",0.141033038135171,0.575205274430159,0.151576058186263,0.0956937299861429,0
"212","Prev",0.390793443255145,0.76949351622346,0.389291287444747,0.258765661235286,0
"213","Prev",0.146457555067457,0.44793221680217,0.15281469778209,0.0933830743205313,0
"214","ES",0.587927827726552,0.646760529872306,0.535888594508852,0.431248135889861,1
"215","Prev",0.573239233715054,0.25966167142082,0.540351260783275,0.41473287990952,1
"216","Prev",0.317046835914098,0.369727148323846,0.319454879007963,0.19898871314797,0
"217","Prev",0.188810909897566,0.61183866913242,0.147180075601927,0.114516540517536,1
"218","RRH",0.508324090070938,0.0832944431887489,0.492588844738086,0.389173647394645,1
"219","TH",0.445283550405577,0.168258708174626,0.35649832430511,0.284724084357321,0
"220","Prev",0.241031011193079,0.168246355730728,0.186483322417144,0.112920368975901,0
"221","Prev",0.229833616279747,0.271958171112099,0.189194900727803,0.120797782836635,0
"222","ES",0.764976216130453,0.213890704059464,0.729675642131723,0.676543445459434,1
"223","ES",0.553565718911867,0.114261242969899,0.503813411790647,0.406697113721966,0
"224","Prev",0.486385605120901,0.76656662512767,0.502273316645562,0.36109201505548,1
"225","Prev",0.264583687977656,0.102174218066622,0.228943439988915,0.168048978504514,0
"226","ES",0.195931407205088,0.30676271691609,0.212885026005448,0.194526173238281,0
"227","ES",0.702349769703385,0.363177219178869,0.676766158047679,0.597542405658233,0
"228","RRH",0.612503854121818,0.292018668499905,0.584621992145871,0.464713499544272,1
"229","Prev",0.317440369963388,0.304593840068732,0.367934539055702,0.226597123802378,0
"230","ES",0.586854881744518,0.43147170678045,0.501775878640307,0.44392485736597,1
"231","Prev",0.10396425049903,0.62529236347599,0.0939666300660266,0.0613631175340685,0
"232","Prev",0.336299593929011,0.577647046847724,0.35955657688876,0.236234707520596,0
"233","Prev",0.515147838042953,0.303695164600056,0.495194254303004,0.405233692132158,1
"234","ES",0.618434323173431,0.468785200845385,0.644170832611841,0.571180999055659,0
"235","RRH",0.773842942604173,0.182508931472353,0.771053926795528,0.719582265915437,1
"236","ES",0.513971359986137,0.34922545710994,0.45589824497964,0.380338288142825,1
"237","ES",0.528652482988924,0.534404453525289,0.487642669973577,0.398007294917447,1
"238","ES",0.656295047844394,0.372460484739264,0.623796514586913,0.641220114902924,1
"239","ES",0.823009760458194,0.186177727004156,0.782250669620927,0.731643108110589,1
"240","ES",0.301514168256691,0.297832003744915,0.242643162675796,0.182026303133532,0
"241","Prev",0.113187584130925,0.0845826227360105,0.129280302130954,0.0697551738377092,0
"242","Prev",0.266142838945267,0.294728973946873,0.205879261081562,0.132625713811856,0
"243","Prev",0.1727593178656,0.291619418832936,0.148102228908526,0.0880034299835106,0
"244","Prev",0.276801822884562,0.29977933397365,0.249196578037429,0.255951835090019,0
"245","TH",0.833164364880282,0.53112458524015,0.793911393347884,0.701112321831465,1
"246","RRH",0.378807550045115,0.35513881510328,0.336988982014396,0.235075799477895,0
"247","ES",0.771021305720531,0.801389766802868,0.732133049506633,0.674392086451218,1
"248","ES",0.838239212118555,0.21623822633057,0.818356248889306,0.755039520141998,1
"249","ES",0.224876500441325,0.665754661696638,0.205924728205898,0.167373848197516,1
"250","Prev",0.148093050780113,0.13362552125752,0.149455164930514,0.0997647975842661,0
"251","Prev",0.382864984121283,0.437360343968431,0.377094496934796,0.247742671998207,1
"252","ES",0.694463109002009,0.615950163883136,0.611009190143342,0.55449834897883,1
"253","Prev",0.230266819500392,0.180687509907486,0.19351671466707,0.124506958096037,1
"254","TH",0.724445769361946,0.255197896035929,0.678593288423558,0.65436466378284,1
"255","ES",0.377699729454971,0.60544925973722,0.319869616496008,0.276851142033956,1
"256","Prev",0.223736710291055,0.675865396503844,0.223768511108595,0.151178944512767,1
"257","Prev",0.299062322641159,0.198164787733303,0.280013561412542,0.202756716375156,0
"258","ES",0.618898613974781,0.324994506103567,0.551356005210898,0.480112957153475,0
"259","Prev",0.527927402931509,0.251172612296399,0.480102616922822,0.403983020638376,0
"260","Prev",0.242016404811188,0.225821327502332,0.223892792044112,0.151188560729991,0
"261","ES",0.604254391270858,0.20947913488756,0.543617884542527,0.534026311741511,0
"262","ES",0.510485320973622,0.0996144132122964,0.440953684310726,0.373292347506154,1
"263","Prev",0.359863138896976,0.60080158186669,0.299448667440838,0.27210408244535,0
"264","Prev",0.102922470717748,0.517152536149111,0.0873655666462249,0.0659354230684264,0
"265","Prev",0.264956134789327,0.339453337452671,0.255465026124722,0.186089546291512,0
"266","Prev",0.189887932239213,0.215002634424546,0.173516328398117,0.107472001701803,1
"267","Prev",0.142424248521789,0.195317551751453,0.121384278066509,0.0912625370831584,0
"268","Prev",0.186260558339957,0.122808775018035,0.1654707151597,0.102945224555677,0
"269","Prev",0.194540713813078,0.227064884347945,0.175312810957635,0.0957751226078053,0
"270","ES",0.594370618915437,0.0780965499942343,0.515387060226143,0.452649111030509,0
"271","Prev",0.427138924374992,0.407331613866435,0.386803460523456,0.2806958808402,0
"272","ES",0.601866791635065,0.39558415112546,0.549858904428,0.466722681446981,0
"273","Prev",0.150324042477692,0.314103479401562,0.140170055351609,0.0943086713864754,0
"274","Prev",0.176509596284452,0.1606979770191,0.161983194846248,0.102580782685664,0
"275","ES",0.345216352953438,0.288741719930346,0.306914601939058,0.235449355569387,0
"276","Prev",0.140701436053905,0.376206667259781,0.112913185359419,0.0770815946071779,0
"277","Prev",0.254487182105593,0.159987405184086,0.20318148745777,0.165009588759078,0
"278","ES",0.462369569758412,0.228643020517682,0.481417030914355,0.401469552549894,0
"279","TH",0.359788603028789,0.236448186304918,0.336827287004176,0.221166644034344,1
"280","ES",0.476756054273141,0.152926912931328,0.443298009694266,0.392468758600727,1
"281","Prev",0.351389588129112,0.172466143003944,0.340114480643735,0.242747208484662,0
"282","ES",0.221443962458929,0.318478535189336,0.220657127009355,0.14519888170728,1
"283","ES",0.707406620990684,0.446241521173729,0.658556355684266,0.605966112182026,1
"284","RRH",0.427410833196737,0.399825909642267,0.396814405112705,0.296623987159425,1
"285","Prev",0.21072710943806,0.225805704930284,0.2005092001874,0.111519530766855,0
"286","TH",0.565704776424574,0.272333958412858,0.527310444614799,0.411917670544841,1
"287","TH",0.512403250685344,0.315051823368259,0.489276882971726,0.36331454949368,1
"288","ES",0.789359068748693,0.591031013275275,0.733101332296418,0.706823969193844,1
"289","ES",0.59153954217463,0.27407450161015,0.513458083214471,0.454673512336903,0
"290","Prev",0.183944593718619,0.762679544495816,0.176870137189068,0.0925302342792966,0
"291","ES",0.566801800886027,0.357123251239068,0.470385387052052,0.412233784581957,0
"292","Prev",0.118436154381393,0.204003791819657,0.108458842979397,0.0571690855070969,0
"293","ES",0.544797033020674,0.154397300460121,0.501622792661838,0.4327270335216,1
"294","TH",0.489143444808561,0.214205576639384,0.50591189489913,0.388609653923797,1
"295","Prev",0.176428237627938,0.29609937253519,0.156812915047138,0.103121741003045,0
"296","Prev",0.406084070034141,0.286546328861612,0.34179951898896,0.293420125845586,1
"297","Prev",0.246437784623374,0.219124985460889,0.235001892319393,0.197486106571716,0
"298","RRH",0.173001477308135,0.366210496772127,0.120779058900265,0.106105203721908,1
"299","Prev",0.251859525922293,0.193970520950332,0.245998541106661,0.18699970955569,0
"300","Prev",0.446504866474443,0.270367493021426,0.40163311009845,0.324587381552838,1
"301","Prev",0.689305388160522,0.720066206728568,0.63944456456502,0.609574043665989,1
"302","ES",0.322932697654832,0.171929227195238,0.27750010190168,0.223258265713424,1
"303","Prev",0.221217563612441,0.308657815962944,0.18699675789519,0.129365436000699,0
"304","ES",0.639990372825833,0.819446660328501,0.619859260088233,0.506574825931932,1
"305","Prev",0.31754625457865,0.720397146441052,0.31463179317817,0.215154827143595,1
"306","ES",0.801027043212792,0.257563571115491,0.794708108177822,0.736766007549964,1
"307","Prev",0.0893747670423896,0.471286298914501,0.110743744264927,0.0671466532068562,0
"308","Prev",0.136823819418556,0.475279493304767,0.120248797881484,0.081503148162955,1
"309","Prev",0.159818479852646,0.228960120640332,0.145804968768923,0.101704310081511,0
"310","RRH",0.662509761600832,0.160940996560953,0.683260494947301,0.597556963830628,0
"311","ES",0.211143530878253,0.5888684640783,0.205570358550347,0.153545134498243,0
"312","ES",0.33661560344873,0.275702007872983,0.291763411798953,0.230744807996893,0
"313","Prev",0.644671469652934,0.200189782700831,0.597158120183559,0.559737056820374,1
"314","Prev",0.55127139988831,0.299538773513174,0.496448700585917,0.413927414249668,1
"315","Prev",0.231932436928382,0.198662699088694,0.185897537349544,0.123518466222153,1
"316","ES",0.492320616288206,0.492700486356483,0.409026438426722,0.34578319015686,1
"317","TH",0.765411609212031,0.394080425268383,0.825023709963911,0.785871972878787,1
"318","TH",0.693573934577207,0.66334320921902,0.687480611106115,0.589333572543329,0
"319","ES",0.467069609102352,0.281178898620078,0.321765867525439,0.288654603162386,0
"320","TH",0.640985511756438,0.395636887448554,0.589053256194508,0.520600801616143,0
"321","ES",0.470891577910091,0.0989197542150447,0.420232325568499,0.32412195623869,0
"322","RRH",0.143445140786166,0.408893819705136,0.141259440889186,0.0895682058110581,0
"323","Prev",0.473864601934465,0.288124658107017,0.444009433885595,0.364766046159824,0
"324","ES",0.59327855147755,0.604006535749366,0.517961978035336,0.460425909869433,0
"325","Prev",0.317277844334343,0.179800329033908,0.253772213359573,0.163584439050303,0
"326","Prev",0.131254737808615,0.14960610801013,0.124454311445089,0.0727553157294191,0
"327","ES",0.450431594754839,0.312564023237272,0.41437355146112,0.333134681965401,0
"328","ES",0.551751130585445,0.564795632385368,0.4729621916597,0.409784895049131,1
"329","Prev",0.163394388235091,0.137210838593257,0.149042847551087,0.118735326238697,0
"330","Prev",0.171419235132986,0.717815141110067,0.155363974911953,0.100343129607201,1
"331","Prev",0.172117023963936,0.198421069455177,0.156433805775247,0.104937484614117,0
"332","TH",0.481140364541951,0.612807448434853,0.415103536613124,0.372937232504367,0
"333","ES",0.655584167406917,0.164135324021781,0.586513118848742,0.546125836528982,1
"334","Prev",0.168912930564693,0.491983667932352,0.167440398589329,0.0970366766272876,1
"335","Prev",0.192433725959725,0.17354869559874,0.159927551733781,0.101688450471079,0
"336","Prev",0.447947640865244,0.520097135822158,0.408896901452644,0.311397410645352,0
"337","Prev",0.187450131690883,0.347310106838188,0.160003076065598,0.100996560570182,0
"338","Prev",0.131281425108854,0.338838955370326,0.137705868113321,0.0880058181242153,0
"339","Prev",0.246640225659362,0.321998632024575,0.225300024134673,0.145397041548283,0
"340","ES",0.739181975064514,0.546090326768325,0.637870487282576,0.584246064566151,0
"341","ES",0.369586533930299,0.142417518399479,0.339231981089791,0.336740895030728,1
"342","Prev",0.117083810797612,0.208021397741534,0.104634460639212,0.0711429567257293,0
