"","Original","Outcome","ES","TH","RRH","Prev","PrevEligible"
"1627","ES",1,0.222392135364742,0.241140055513116,0.215212695810272,0.163747847140564,1
"1628","ES",1,0.497252777244751,0.408506448887713,0.477592740445561,0.336090943562619,1
"1629","ES",0,0.540872109209944,0.507666294266987,0.557437478372145,0.448558085789538,1
"1630","Prev",1,0.376618912307484,0.372824918248218,0.35492150767046,0.279376635440739,1
"1631","ES",0,0.735065160169132,0.68388809865033,0.649436319119523,0.657632904008436,1
"1632","Prev",0,0.170622493114139,0.112362319384879,0.142148400070126,0.0972118222505908,1
"1633","Prev",0,0.187116472384012,0.192997024159783,0.151581305025439,0.103075358712898,1
"1634","TH",1,0.445908867849916,0.334056307727434,0.395228755701482,0.327991531986077,1
"1635","Prev",0,0.259376389828906,0.242994189655406,0.197350937098429,0.222492679048974,1
"1636","Prev",0,0.169114637864124,0.146763300830484,0.17058948757816,0.0951850264776657,1
"1637","Prev",0,0.176634900585332,0.130444461656916,0.183992686000673,0.0976098427673278,1
"1638","Prev",0,0.199861899551602,0.176031407783253,0.220250008208424,0.111531731573424,1
"1639","ES",1,0.27471393492794,0.223072015087584,0.268538900792878,NA,0
"1640","TH",0,0.387575457085385,0.305009342278994,0.372249448580397,0.266030831807918,1
"1641","TH",0,0.553950635946965,0.48198391626469,0.566814354466849,NA,0
"1642","ES",1,0.405230473186366,0.287627996843829,0.366776763409423,0.254331949708381,1
"1643","RRH",1,0.423077510568512,0.345949185152652,0.345655143529829,NA,0
"1644","Prev",0,0.172252580591718,0.176787249697405,0.151381827352867,0.102287313235491,1
"1645","ES",1,0.80108747437615,0.750240562502176,0.753162313304154,0.693414946758362,1
"1646","TH",1,0.513705332965285,0.390665146076012,0.477020642245144,NA,0
"1647","Prev",1,0.487610957442758,0.405119027454455,0.427644526956688,0.324453909310182,1
"1648","Prev",1,0.175739795708703,0.115882628788911,0.149429775082594,0.0997262108285599,1
"1649","ES",1,0.864087430375561,0.838322836048475,0.828079161790381,0.826386829831667,1
"1650","Prev",1,0.422409204632278,0.411843691950245,0.400826527015529,0.313853861741771,1
"1651","TH",1,0.357848643809511,0.38191580991956,0.372203430793525,NA,0
"1652","ES",0,0.336321702494083,0.29012921880608,0.339237283934604,0.23518904336152,1
"1653","ES",1,0.451388270414094,0.469499269194708,0.379736053819366,NA,0
"1654","Prev",0,0.143287879651155,0.13615581972583,0.131836196244194,0.0922806602447641,1
"1655","ES",1,0.289804281788066,0.337921012264396,0.269039291229613,NA,0
"1656","ES",0,0.763319852242317,0.69966203834046,0.708846944576365,0.641126563907661,1
"1657","Prev",1,0.196423120594561,0.20671995675564,0.165175933819031,0.104242763997453,1
"1658","Prev",1,0.434920776547203,0.393405180736031,0.397444374931403,0.298228339235805,1
"1659","ES",1,0.607713462254698,0.609403585574309,0.534578099759747,0.467522092529498,1
"1660","RRH",0,0.743424510248753,0.648542406285222,0.69702526117946,NA,0
"1661","TH",1,0.491775711847932,0.383195695172442,0.480369139265781,NA,0
"1662","ES",1,0.415637159847499,0.337084131502888,0.401086047446993,NA,0
"1663","ES",0,0.450908653332618,0.414782301388982,0.41582664477258,NA,0
"1664","Prev",1,0.267777584851687,0.186743624880821,0.266662001845791,0.15449655130004,1
"1665","TH",1,0.501423486131102,0.407372576495765,0.523600430861869,0.364567973390606,1
"1666","ES",1,0.421334104644234,0.426382381654789,0.401833461565669,NA,0
"1667","ES",0,0.533662618827471,0.438291475784131,0.480519732421304,0.384051548894271,1
"1668","Prev",0,0.109243679086918,0.101884253014901,0.159123950591268,NA,0
"1669","TH",1,0.689814293464118,0.65374600075634,0.709376415411513,NA,0
"1670","ES",1,0.835982814962798,0.793337489175131,0.79335983366965,NA,0
"1671","Prev",0,0.249828957407252,0.248547429563814,0.232048090807932,0.171494896557757,1
"1672","TH",0,0.331496982727344,0.328651287919414,0.339434316898605,0.244847925848149,1
"1673","TH",1,0.376145641136479,0.256986415389669,0.41444043802255,NA,0
"1674","TH",1,0.575243668831026,0.539066075430649,0.626861038393152,NA,0
"1675","TH",1,0.523210648817973,0.426511634512881,0.460746623604902,0.399672848003402,1
"1676","ES",1,0.412590214446369,0.340629406711895,0.350449469602304,0.282418297984768,1
"1677","TH",1,0.808408644003861,0.762213106981654,0.783694737868529,NA,0
"1678","TH",0,0.494319044532952,0.46620982417982,0.453858233813816,0.367232782267639,1
"1679","ES",1,0.325884800753642,0.276652955462341,0.280080039498138,0.227634477145978,1
"1680","ES",0,0.647598296057318,0.57137326999866,0.627889181768212,0.532131735847439,1
